STRUCNUM,Common_EN_List,Number_of_common_elements
08012 039 05080,"(110, 205, 215, 331, 510)",5
08013 039 05138,"(110, 205, 215, 234, 330, 510)",6
08019A001F06017,"(16, 105, 205, 215, 301, 306, 310, 331, 510)",9
08023 001 10485,"(16, 110, 205, 215, 234, 306, 331)",7
08026A001C10183,"(12, 109, 210, 215, 306, 310, 330)",7
08031 335 00897,"(12, 110, 205, 215, 220, 331, 510)",7
08033 037 04909,"(16, 110, 205, 215, 234, 306, 330, 515)",8
08037 002C02503,"(16, 105, 205, 215, 331)",5
08039 000,"(31, 107, 111, 210, 215, 216, 228, 306, 311, 313, 330, 510, 515)",13
08044 006C24382,"(12, 107, 110, 205, 215, 234, 301, 311, 313, 331, 515, 521)",12
08048 006 24894,"(38, 205, 215, 234, 306, 330, 331, 510, 515)",9
08049 063 01907,"(16, 110, 205, 215, 234, 306, 330, 510, 515)",9
08051 015 00134,"(12, 16, 107, 110, 113, 152, 205, 215, 220, 234, 311, 313, 330, 510, 515)",15
08052 380 05549,"(16, 110, 205, 215, 234, 331, 510)",7
08060 039 03038,"(110, 205, 215, 220, 234, 330, 510)",7
08062 039 03260,"(110, 205, 215, 331)",4
08063 039 03364,"(16, 105, 110, 205, 215, 220, 234, 306, 311, 330, 331, 510)",12
08064 039 03382,"(110, 205, 215, 234, 330, 331, 510)",7
08071 162 00403,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08073 162 00544,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08074 162 00592,"(12, 16, 107, 110, 155, 205, 215, 234, 306, 311, 313, 330, 515, 521)",14
08076 162 00888,"(16, 110, 205, 215, 234, 306, 331, 510)",8
08077 162 01004,"(12, 109, 205, 215, 234, 306, 310, 330, 515)",9
08083A006 35617,"(12, 109, 110, 210, 215, 302, 306, 310, 331, 521)",10
08088 788 00037,"(16, 110, 205, 220, 331, 510)",6
08093B001C06613,"(16, 110, 205, 215, 306, 331, 510)",7
08094N001 06574,"(12, 16, 109, 110, 205, 215, 225, 234, 301, 306, 310, 311, 331, 510, 515, 521)",16
08094S001 06574,"(12, 16, 109, 110, 205, 215, 234, 301, 306, 310, 311, 331, 510, 515, 521)",15
08100 001F06163,"(16, 110, 205, 215, 331, 510)",6
08100A001C06146,"(12, 109, 215, 306, 331, 510)",6
08104 816 00064,"(38, 205, 215, 234, 331, 510)",6
08105 981 00254,"(110, 217, 311, 313, 331, 510, 515)",7
08107E006 37792,"(12, 107, 205, 215, 220, 234, 310, 311, 313, 331, 510, 515)",12
08107W006 37792,"(12, 107, 205, 215, 234, 301, 310, 311, 313, 331, 510, 515)",12
08109 702 00039,"(16, 110, 205, 331, 510)",5
08111 072 00623,"(109, 144, 215, 306, 311, 313, 330, 510)",8
08114 001C24354,"(16, 110, 205, 215, 234, 306, 331)",7
08117 001C24214,"(38, 234, 306, 331, 510)",5
08118 001 24213,"(16, 110, 205, 215, 234, 306, 330, 331, 515, 521)",10
08121 001 24135,"(12, 110, 205, 215, 234, 310, 311, 331, 510)",9
08122 001 24112,"(110, 205, 215, 234, 306, 331, 510)",7
08123D001 24066,"(104, 155, 205, 215, 234, 303, 314, 331)",8
08124 001 24042,"(110, 205, 215, 234, 306, 310, 311, 331, 510)",9
08130 001 23967,"(110, 205, 215, 234, 330, 331)",6
08132 001 23767,"(110, 205, 215, 234, 331)",5
08138 814 00180,"(16, 110, 205, 331, 510)",5
08150 533 00100,"(16, 110, 205, 306, 331, 510)",6
08155 140 02307,"(12, 110, 216, 219, 225, 228, 231, 306, 311, 330, 331, 510, 515)",13
08156 140 02346,"(12, 16, 107, 110, 113, 152, 161, 205, 215, 220, 234, 300, 302, 306, 311, 313, 330, 510, 515)",19
08157 140 02366,"(12, 110, 219, 220, 225, 228, 231, 235, 306, 330, 331, 510, 515)",13
08158 140 02389,"(12, 110, 219, 225, 228, 231, 306, 311, 330, 510, 515)",11
08159 994 02206,"(16, 110, 205, 331, 510)",5
08167 001 20344,"(12, 109, 205, 215, 234, 306, 310, 330, 331, 515)",10
08170 001 20128,"(12, 109, 205, 215, 234, 306, 310, 330, 331, 515)",10
08171N001 20050,"(16, 110, 215, 226, 234, 306, 331, 510)",8
08171S001 20050,"(16, 110, 215, 226, 234, 306, 331, 510)",8
08172 001 19915,"(12, 109, 205, 215, 234, 306, 310, 330, 331, 510, 515)",11
08173B001 19839,"(12, 109, 205, 215, 234, 306, 310, 330, 515)",9
08176A001 19707,"(240, 515)",2
08177 001 19674,"(16, 110, 205, 215, 234, 306, 331)",7
08178N001 19669,"(16, 110, 215, 226, 234, 302, 306, 331, 510)",9
08178S001 19669,"(16, 110, 215, 226, 234, 302, 306, 331, 510)",9
08180N001 19619,"(16, 110, 215, 226, 234, 306, 331, 510)",8
08180S001 19619,"(16, 110, 215, 226, 234, 306, 331, 510)",8
08184 001 19444,"(16, 104, 110, 205, 215, 234, 306, 310, 331, 510)",10
08186 001 19349,"(12, 109, 205, 215, 234, 306, 310, 330, 331, 515)",10
08193 061C00052,"(110, 205, 215, 234, 306, 331, 510)",7
08194 003 00009,"(16, 105, 110, 205, 215, 234, 306, 311, 330, 331, 515)",11
08194R003 00010,"(16, 105, 205, 215, 234, 306, 311, 330, 331, 515)",10
08195 001 29923,"(110, 205, 215, 331, 510)",5
08196 001 29883,"(16, 105, 205, 215, 225, 234, 330, 515)",8
08198 001 29755,"(16, 105, 205, 215, 234, 330, 515)",7
08199A001C29712,"(104, 155, 205, 215, 234, 300, 306, 314, 331)",9
08201 001 29646,"(16, 105, 110, 155, 205, 215, 234, 311, 330, 515)",10
08202 001 29634,"(16, 105, 205, 215, 301, 311, 330, 510, 515)",9
08203B001 29604,"(110, 205, 215, 306, 331, 510)",6
08205 01W 00622,"(16, 105, 110, 205, 215, 234, 306, 311, 331, 510)",10
08205R01WC00621,"(110, 205, 215, 234, 301, 311, 330, 331, 515)",9
08206 992 01685,"(16, 38, 105, 205, 215, 220, 234, 302, 306, 331, 510)",11
08208 01W 04218,"(12, 110, 202, 206, 216, 220, 228, 231, 235, 306, 311, 331, 510)",13
08217 001 23571,"(110, 205, 215, 234, 331, 510)",6
08218A001 23567,"(110, 205, 215, 234, 306, 331, 510)",7
08218B001 23567,"(110, 205, 215, 234, 331, 510)",6
08219 001F23573,"(110, 234, 331, 510)",4
08221A001 23423,"(110, 205, 215, 234, 306, 331, 510)",7
08221B001 23416,"(110, 205, 215, 234, 306, 331, 510)",7
08221C001 23423,"(110, 205, 215, 234, 306, 331, 510)",7
08221D001 23416,"(110, 205, 215, 234, 306, 331, 510)",7
08221E058 00046,"(110, 205, 215, 234, 306, 331, 510)",7
08222N001 23365,"(110, 225, 234, 306, 331, 510)",6
08222S001 23365,"(110, 225, 234, 306, 331)",5
08223 016 00106,"(16, 110, 205, 215, 234, 306, 311, 330, 510, 515)",10
08224 001 23191,"(110, 205, 215, 234, 330, 331)",6
08225N001 23155,"(38, 215, 227, 234, 306, 331, 510)",7
08225S001 23155,"(38, 215, 227, 234, 306, 331, 510)",7
08226N001 23086,"(110, 205, 215, 234, 306, 311, 331, 510)",8
08226S001 23086,"(110, 205, 215, 234, 306, 311, 331, 510)",8
08227N001 23048,"(110, 215, 227, 234, 306, 331, 510)",7
08227S001 23048,"(110, 215, 227, 234, 306, 331, 510)",7
08228 001 23012,"(110, 205, 215, 234, 330, 331)",6
08229B210 01014,"(16, 104, 155, 205, 215, 234, 311, 330)",8
08230 001 22709,"(110, 205, 215, 234, 331)",5
08231 001 22458,"(110, 205, 215, 234, 331)",5
08232N001 22242,"(110, 215, 227, 234, 306, 331, 510)",7
08232S001 22242,"(110, 215, 227, 234, 306, 331, 510)",7
08234N001 22037,"(110, 215, 226, 234, 331, 510)",6
08234S001 22037,"(110, 215, 226, 234, 331, 510)",6
08235N001 22004,"(110, 215, 226, 234, 310, 311, 331, 510)",8
08235S001 22004,"(110, 215, 226, 234, 310, 311, 331, 510)",8
08236N001 21879,"(110, 215, 226, 234, 306, 310, 311, 331, 510)",9
08236S001 21879,"(110, 215, 226, 234, 306, 310, 311, 331, 510)",9
08237 001 21828,"(110, 205, 215, 234, 331)",5
08238N001 21785,"(38, 215, 226, 234, 331, 510)",6
08238S001 21785,"(38, 215, 226, 234, 331, 510)",6
08239N001 21739,"(110, 215, 226, 234, 331, 510)",6
08239S001 21739,"(110, 215, 226, 234, 331, 510)",6
08240N001 21720,"(110, 226, 234, 331, 510)",5
08240S001 21720,"(110, 226, 234, 331, 510)",5
08241N001 21697,"(110, 215, 226, 234, 331, 510)",6
08241S001 21697,"(110, 215, 226, 234, 331, 510)",6
08242 001 21456,"(110, 205, 215, 234, 331)",5
08243 001 21205,"(110, 205, 215, 234, 331)",5
08245N001 21092,"(38, 215, 226, 234, 331, 510)",6
08245S001 21092,"(38, 215, 226, 234, 331, 510)",6
08246N001 21039,"(110, 205, 215, 220, 234, 301, 311, 331, 510)",9
08246S001 21039,"(110, 205, 215, 220, 234, 306, 311, 331, 510)",9
08248 001 20906,"(12, 109, 205, 215, 234, 310, 331)",7
08249 001F20906,"(16, 110, 155, 205, 215, 306, 311, 331, 515, 521)",10
08250 001 20705,"(12, 109, 205, 215, 234, 306, 310, 331)",8
08251N001 20534,"(38, 215, 226, 234, 306, 331, 510)",7
08251S001 20534,"(38, 215, 226, 234, 306, 331, 510)",7
08252 212 00241,"(16, 110, 205, 215, 234, 306, 331)",7
08253 001 21908,"(110, 205, 215, 234, 331)",5
08254 001 22158,"(110, 205, 215, 234, 331)",5
08276 002 08262,"(12, 110, 205, 215, 234, 331, 510)",7
08281 035 00007,"(16, 105, 205, 215, 234, 306, 331, 510)",8
08290 009 33048,"(16, 105, 205, 215, 234, 306, 330, 510, 515)",9
08302E006 31365,"(12, 107, 110, 205, 215, 306, 310, 311, 313, 331, 510, 515)",12
08302W006 31365,"(12, 107, 110, 205, 215, 306, 310, 311, 313, 331, 510, 515)",12
08306 009 00491,"(12, 109, 113, 120, 152, 162, 205, 215, 220, 226, 234, 306, 310, 311, 313, 331, 515)",17
08317 009 00873,"(215, 226, 234, 306, 310, 331, 510)",7
08320 039 02717,"(12, 107, 110, 161, 205, 215, 234, 301, 313, 330, 331, 510, 515)",13
08321 039 02728,"(110, 205, 215, 234, 311, 330, 331, 510)",8
08322 01W 00526,"(110, 205, 215, 234, 330, 510, 515)",7
08324 777 00072,"(38, 205, 210, 215, 306, 330, 510, 515)",8
08325 777 00130,"(38, 205, 210, 215, 331, 510)",6
08327 230 00254,"(16, 110, 205, 234, 306, 331, 510)",7
08328 001 30038,"(12, 113, 120, 152, 161, 162, 205, 220, 313, 314, 331, 510, 515)",13
08332 001 02866,"(12, 16, 107, 109, 110, 152, 205, 215, 220, 234, 301, 302, 310, 311, 313, 331, 510, 515, 521)",19
08333 001 05540,"(16, 110, 205, 215, 234, 301, 331, 510)",8
08335N001 05410,"(16, 105, 110, 205, 210, 215, 234, 301, 306, 310, 331, 510)",12
08335S001 05410,"(16, 105, 110, 205, 210, 215, 234, 301, 310, 331, 510)",11
08338 001 05750,"(16, 110, 205, 215, 234, 301, 331, 510, 521)",9
08343 050X00667,"(105, 110, 205, 215, 234, 302, 311, 330, 331, 510, 515)",11
08344 004 27362,"(12, 109, 205, 215, 234, 302, 310, 331, 510)",9
08345 004 27371,"(12, 107, 109, 205, 215, 234, 310, 311, 313, 331, 510, 515)",12
08347 004 27506,"(12, 107, 109, 110, 152, 161, 205, 215, 234, 306, 310, 311, 313, 331, 510, 515)",16
08347A004 27544,"(12, 105, 205, 215, 302, 312, 331, 510)",8
08347R020X00011,"(12, 105, 205, 215, 234, 302, 311, 331, 510)",9
08352 004 27299,"(12, 109, 205, 215, 234, 302, 310, 331, 510)",9
08363 001F24166,"(16, 110, 205, 215, 234, 306, 331)",7
08364 006 35423,"(241,)",1
08369 062 01824,"(16, 110, 205, 215, 234, 306, 331, 510)",8
08372 584 00000,"(38, 215, 330, 510, 515)",5
08375 001 04946,"(16, 105, 110, 205, 215, 234, 301, 302, 311, 331, 510, 515)",12
08376 001 04907,"(16, 110, 205, 220, 234, 301, 331, 510)",8
08377 001 04882,"(12, 109, 205, 215, 234, 301, 310, 331, 510)",9
08378 001 04871,"(241,)",1
08381N001 04561,"(16, 105, 110, 205, 215, 220, 234, 301, 311, 331, 510, 515, 521)",13
08381S001 04561,"(16, 105, 110, 205, 215, 220, 234, 301, 311, 331, 510, 515, 521)",13
08382 060  1458,"(16, 110, 205, 215, 234, 306, 331, 510)",8
08383N001 04547,"(12, 16, 107, 110, 205, 215, 234, 301, 310, 331, 510, 515, 521)",13
08383S001 04547,"(12, 16, 107, 110, 205, 215, 234, 301, 310, 331, 510, 515, 521)",13
08386 222 01219,"(16, 110, 205, 234, 306, 330, 331, 510, 515)",9
08388 222 01336,"(16, 105, 205, 215, 234, 302, 311, 330, 331, 515, 521)",11
08392C001C29717,"(104, 155, 205, 210, 215, 234, 302, 303, 331)",9
08392D001C29709,"(16, 105, 155, 205, 215, 234, 300, 314, 331)",9
08397E006 37580,"(110, 205, 215, 234, 306, 331, 510)",7
08397W006 37580,"(110, 205, 215, 234, 306, 331, 510)",7
08398E006 37600,"(110, 205, 215, 234, 306, 331, 510)",7
08398W006 37600,"(110, 205, 215, 234, 306, 331, 510)",7
08400 006 37698,"(110, 205, 215, 234, 330, 515, 521)",7
08401B068C00037,"(16, 110, 205, 215, 234, 306, 331, 510)",8
08402 123 01041,"(16, 110, 205, 215, 234, 306, 330, 331, 510)",9
08404A047C06715,"(12, 104, 109, 205, 215, 234, 302, 314, 330, 515)",10
08405 012 05391,"(110, 205, 330, 510, 515)",5
08412 022 02232,"(16, 110, 205, 215, 220, 225, 234, 306, 331, 510)",10
08423E006 31529,"(110, 205, 215, 306, 331, 510)",6
08423W006 31529,"(110, 205, 215, 306, 331, 510)",6
08426 006C25642,"(110, 205, 215, 331, 510)",5
08427 006F25675,"(110, 205, 215, 220, 331)",5
08431 066 00026,"(105, 205, 215, 234, 306, 311, 331, 510)",8
08431A066 00012,"(109, 110, 205, 210, 215, 234, 302, 306, 310, 330)",10
08432 025X00024,"(12, 16, 107, 110, 205, 210, 215, 234, 302, 306, 311, 313, 330, 510, 515)",15
08437 001 29655,"(12, 107, 110, 205, 215, 311, 313, 331, 515)",9
08443 001 19198,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08445 225 00154,"(12, 16, 107, 110, 205, 215, 302, 306, 310, 331, 515)",11
08452 021 00883,"(16, 110, 205, 215, 225, 306, 331, 510)",8
08459 009 34778,"(12, 38, 113, 120, 152, 162, 202, 205, 215, 220, 234, 301, 306, 311, 313, 331, 510, 515)",18
08461A060 00021,"(38, 215, 331, 510)",4
08461B272 00006,"(16, 110, 205, 215, 306, 510)",6
08465 001F21021,"(16, 110, 205, 331, 510)",5
08466 001F20997,"(16, 110, 205, 331, 510)",5
08470 002C02211,"(12, 16, 107, 110, 155, 205, 215, 234, 301, 311, 313, 331, 515, 521)",14
08470R002C02210,"(16, 110, 205, 215, 234, 301, 311, 331, 521)",9
08471 162 00667,"(12, 109, 205, 215, 234, 306, 310, 330, 510, 515)",10
08473 162 00282,"(16, 110, 205, 215, 234, 306, 331, 510)",8
08475 052200000,"(16, 110, 205, 306, 331, 510)",6
08481 015 01060,"(12, 107, 110, 205, 215, 220, 311, 313, 330, 515)",10
08485A527 00080,"(16, 110, 205, 331, 510)",5
08490 039 04563,"(12, 107, 109, 205, 215, 234, 306, 310, 311, 313, 331, 515)",12
08492 039 04576,"(12, 110, 216, 228, 231, 235, 306, 311, 331)",9
08498E006 23795,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08498W006 23795,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08500 001 05818,"(12, 109, 215, 234, 301, 302, 310, 331, 510, 521)",10
08501 001 05806,"(12, 109, 215, 301, 302, 310, 331, 510, 521)",9
08504 006 25342,"(38, 210, 215, 306, 331, 510)",6
08505 006 25493,"(241,)",1
08510 004C27368,"(12, 107, 109, 205, 215, 234, 306, 310, 311, 313, 331, 510, 515)",13
08512A035 01980,"(215, 226, 234, 306, 331, 510)",6
08522 026 03726,"(12, 109, 205, 215, 234, 300, 310, 331, 510)",9
08526 004 00064,"(105, 205, 215, 234, 331, 510)",6
08528 006 33067,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08528A006 33067,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08534 002 05604,"(38, 205, 215, 234, 306, 331, 510)",7
08542 001C03275,"(16, 110, 205, 215, 234, 306, 311, 330, 331, 510, 515)",11
08543 001 03130,"(16, 38, 110, 205, 210, 215, 220, 234, 301, 306, 311, 331, 510)",13
08549 040 00647,"(16, 110, 215, 234, 306, 331, 510)",7
08550 040 00662,"(16, 110, 215, 234, 301, 306, 310, 331, 510)",9
08551 040 00672,"(12, 16, 105, 107, 110, 205, 215, 234, 301, 310, 311, 313, 331, 510, 515)",15
08553 062 02738,"(16, 110, 205, 215, 234, 306, 331)",7
08554 062 02766,"(16, 110, 205, 215, 234, 306, 331, 510)",8
08555 062 02789,"(16, 110, 205, 215, 220, 225, 234, 306, 331)",9
08556 062 02798,"(16, 110, 205, 215, 234, 306, 331, 510)",8
08560 000 02540,"(12, 110, 205, 215, 220, 228, 234, 306, 310, 331, 510)",11
08563 040 00655,"(16, 110, 215, 331, 510)",5
08567 004 00690,"(110, 205, 215, 306, 331, 510)",6
08573 001 30253,"(16, 105, 205, 215, 306, 311, 331)",7
08574 001 30243,"(16, 105, 205, 215, 311, 331)",6
08575 001 30229,"(110, 205, 215, 234, 306, 311, 331, 510)",8
08575Q001 30233,"(105, 205, 215, 306, 311, 331, 510)",7
08575R001 30235,"(110, 205, 215, 234, 306, 311, 331, 510)",8
08583 001 30199,"(12, 109, 205, 215, 234, 302, 306, 331, 510)",9
08588A002 00024,"(12, 107, 110, 161, 205, 215, 231, 234, 300, 302, 311, 313, 331, 515)",14
08588B002 00002,"(12, 107, 110, 205, 215, 231, 234, 302, 306, 311, 313, 331, 515)",13
08588C002 00020,"(12, 107, 110, 205, 215, 234, 302, 311, 313, 331, 515)",11
08588D001 30150,"(12, 107, 109, 110, 205, 210, 215, 231, 234, 300, 302, 310, 311, 313, 331, 515)",16
08589 614 00005,"(12, 107, 205, 215, 234, 301, 311, 313, 510, 515)",10
08589A001 30150,"(12, 107, 205, 231, 234, 302, 311, 313, 331, 515)",10
08589B001 30150,"(12, 107, 110, 205, 210, 215, 231, 234, 302, 310, 311, 313, 331, 515)",14
08589C001 30150,"(12, 107, 110, 205, 215, 231, 234, 302, 306, 311, 313, 331, 515)",13
08589D001 30150,"(12, 107, 110, 205, 215, 231, 234, 302, 311, 313, 331, 515)",12
08589Y614 00000,"(12, 107, 205, 210, 215, 234, 311, 313, 331, 515)",10
08590C001 30069,"(12, 107, 109, 110, 205, 215, 234, 302, 310, 311, 313, 331, 515)",13
08590D001 30068,"(12, 107, 109, 110, 202, 205, 215, 231, 234, 300, 302, 306, 310, 311, 313, 331, 515)",17
08590Y001C30068,"(12, 109, 205, 215, 234, 300, 306, 310, 331)",9
08591A061C00109,"(12, 16, 107, 109, 110, 161, 202, 205, 215, 231, 234, 302, 306, 310, 311, 313, 331, 510, 515)",19
08591B001C30046,"(12, 16, 107, 109, 110, 161, 205, 215, 234, 302, 306, 310, 311, 313, 331, 515)",16
08591C001 30010,"(12, 16, 107, 110, 152, 161, 205, 215, 234, 302, 311, 313, 331, 510, 515)",15
08591D001 30012,"(12, 16, 107, 109, 110, 161, 202, 205, 215, 231, 234, 302, 306, 310, 311, 313, 331, 510, 515)",19
08591E061 00053,"(12, 16, 107, 110, 205, 215, 234, 302, 306, 311, 313, 331, 510, 515)",14
08591F061 00048,"(12, 16, 107, 109, 110, 152, 161, 205, 215, 234, 302, 306, 310, 311, 313, 331, 510, 515)",18
08592 520 01842,"(110, 205, 215, 220, 330, 510, 515)",7
08593 011 00608,"(38, 205, 210, 215, 220, 306, 331, 510)",8
08594 006F23505,"(110, 205, 215, 234, 331, 510)",6
08595E006 23877,"(12, 109, 205, 215, 234, 310, 510)",7
08595W006 23877,"(12, 109, 205, 215, 234, 310, 510)",7
08598 331 00202,"(110, 205, 215, 220, 311, 331, 510)",7
08603 002 08428,"(12, 107, 110, 205, 215, 234, 302, 311, 313, 331, 510, 515)",12
08603W002 08428,"(12, 107, 110, 205, 215, 234, 302, 311, 313, 331, 510, 515)",12
08604 002 05099,"(38, 205, 215, 234, 306, 331, 510)",7
08607 003 00005,"(16, 110, 205, 215, 220, 225, 306, 330, 515)",9
08609 002 04366,"(12, 16, 107, 110, 205, 215, 234, 306, 311, 313, 331, 510, 515)",13
08610 002 04393,"(110, 205, 215, 233, 234, 306, 311, 331, 510)",9
08610W002 04393,"(110, 205, 215, 233, 234, 306, 311, 331, 510)",9
08611 002 04440,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08611W002 04440,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08612 006F23629,"(110, 205, 215, 234, 310, 331)",6
08613 300 00663,"(110, 205, 215, 234, 331, 510)",6
08614 300 00551,"(110, 205, 215, 331, 510)",5
08616 033 05586,"(12, 16, 107, 110, 155, 205, 215, 220, 234, 306, 311, 313, 331, 515)",14
08617 033 05573,"(16, 110, 205, 215, 225, 234, 306, 331, 510)",9
08623 002 04731,"(12, 110, 205, 215, 234, 306, 331, 510)",8
08628 033 05516,"(241,)",1
08634 002C04635,"(12, 109, 205, 215, 234, 310, 331)",7
08638 069 00959,"(12, 16, 107, 110, 205, 215, 234, 306, 311, 313, 330, 510, 515)",13
08638A069 00959,"(12, 107, 109, 205, 215, 234, 302, 306, 311, 313, 331, 510, 515)",13
08662 002 06341,"(12, 107, 110, 161, 205, 215, 231, 234, 302, 306, 310, 311, 313, 331, 510, 515)",16
08665 008 02207,"(241,)",1
08676B001C02758,"(12, 107, 161, 205, 215, 234, 310, 313, 331, 515)",10
08681 001 02121,"(16, 105, 110, 205, 215, 301, 306, 311, 331, 510, 515)",11
08683 001 02192,"(12, 109, 205, 215, 234, 306, 310, 331, 521)",9
08684 661 00048,"(12, 109, 205, 215, 225, 234, 310, 331, 510)",9
08688 039 04479,"(110, 205, 215, 234, 331, 510)",6
08689A227C00337,"(16, 110, 205, 215, 234, 306, 331, 510)",8
08689B227 00336,"(12, 109, 205, 215, 234, 306, 310, 331)",8
08689C227 00335,"(12, 109, 205, 215, 234, 306, 310, 331)",8
08689D227 00348,"(12, 109, 205, 215, 234, 306, 310, 331)",8
08689E227 00348,"(12, 109, 205, 215, 234, 306, 310, 331)",8
08689F227 00365,"(16, 110, 205, 215, 234, 306, 331)",7
08689H001 19377,"(241,)",1
08692 002 03712,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08696A000 00000,"(16, 104, 205, 215, 234, 302, 306, 310, 333, 510)",10
08697 225 00225,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08700A227 00196,"(12, 16, 107, 110, 161, 205, 210, 215, 234, 302, 306, 311, 313, 331, 510, 515)",16
08700B227 00197,"(12, 16, 105, 107, 110, 205, 215, 234, 302, 306, 311, 313, 331, 510, 515)",15
08701 380 03848,"(16, 110, 205, 215, 331, 510)",6
08702 380 03873,"(110, 205, 215, 331, 510)",5
08704 069 00992,"(210, 215, 306, 331, 510)",5
08704A069 00992,"(38, 210, 215, 225, 306, 331, 510)",7
08705 069 01015,"(215, 226, 234, 306, 331, 510)",6
08705A069 01015,"(215, 226, 234, 306, 331, 510)",6
08705B069C01015,"(215, 226, 234, 306, 331, 510)",6
08705C069C01015,"(215, 226, 234, 306, 331, 510)",6
08708 511 00556,"(38, 205, 215, 234, 306, 331, 510)",7
08710 000 02107,"(110, 205, 220, 331, 510)",5
08718 009 33694,"(16, 105, 205, 215, 234, 301, 306, 311, 330, 510, 515)",11
08719 009 33910,"(16, 105, 110, 205, 215, 220, 234, 306, 310, 331, 510)",11
08720 710 00962,"(38, 205, 210, 215, 331, 510)",6
08722 941 01273,"(16, 110, 205, 215, 220, 306, 331, 510)",8
08723 689 01072,"(16, 110, 205, 215, 220, 306, 331, 510)",8
08736 001 01856,"(12, 109, 205, 215, 234, 306, 310, 331)",8
08739 001 01670,"(12, 109, 205, 215, 234, 306, 310, 331)",8
08743 001 01477,"(16, 105, 205, 215, 234, 306, 331, 521)",8
08745 021 00133,"(12, 109, 205, 215, 234, 302, 310, 331, 521)",9
08746N001 01329,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08746S001 01329,"(12, 109, 205, 215, 234, 301, 306, 310, 331, 510, 521)",11
08749 063 02379,"(16, 110, 205, 215, 234, 301, 306, 311, 331, 510, 515, 521)",12
08752 006 00120,"(16, 110, 205, 215, 220, 234, 306, 330, 515)",9
08763 135 00130,"(38, 215, 228, 234, 306, 331, 510)",7
08771N001 03069,"(12, 109, 205, 215, 306, 310, 331, 510, 521)",9
08771S001 03069,"(12, 109, 205, 215, 306, 310, 331, 510, 521)",9
08775 002 08415,"(12, 107, 110, 161, 205, 215, 231, 234, 302, 311, 313, 331, 510, 515, 521)",15
08776 002 08745,"(12, 107, 110, 161, 205, 215, 231, 234, 302, 311, 313, 331, 510, 515)",14
08782A001 30265,"(12, 16, 109, 110, 205, 215, 228, 234, 306, 310, 311, 331, 510)",13
08800 025 00295,"(241, 331, 510)",3
08804 002C08562,"(12, 38, 107, 109, 205, 215, 234, 302, 306, 310, 311, 313, 331, 510, 515)",15
08805 002C08551,"(12, 109, 205, 215, 234, 306, 310, 331, 510)",9
08815 262 00050,"(16, 110, 205, 215, 225, 234, 306, 330, 510)",9
