Number_of_elements,Element_Combination,Number_of_bridges,Bridge_numbers
11,"31, 111, 219, 225, 228, 231, 306, 330, 332, 510, 515",1,671327091100110
7,"31, 111, 217, 306, 330, 510, 515",1,35C224056200001
8,"31, 111, 217, 306, 313, 330, 510, 515",1,35C168097800003
9,"31, 111, 217, 306, 310, 330, 332, 510, 515",1,51C05 000 00001
7,"31, 111, 217, 235, 306, 332, 510",1,72P08 000 00038
8,"38, 205, 215, 234, 301, 330, 510, 515",1,671277059300020
5,"31, 111, 216, 228, 332",1,11503 000000000
6,"31, 111, 216, 228, 330, 515",1,35C197097101530
7,"38, 205, 215, 234, 301, 331, 510",1,07584A001 16445
7,"38, 205, 215, 234, 301, 331, 521",1,20032 001 25222
9,"38, 205, 215, 234, 302, 306, 310, 331, 510",1,19745 002 08368
8,"38, 205, 215, 234, 302, 306, 331, 510",1,09375 006 33811
14,"38, 54, 135, 156, 162, 205, 215, 220, 234, 306, 310, 332, 510, 515",1,20366 887 00078
4,"38, 54, 215, 332",1,59C656147200048
11,"38, 116, 144, 155, 205, 215, 220, 234, 306, 331, 510",1,04192 039 00623
8,"38, 104, 215, 301, 306, 310, 331, 510",1,20413 001 18049
11,"38, 116, 144, 155, 205, 215, 220, 227, 306, 331, 510",1,04527 125 01376
14,"38, 113, 120, 152, 162, 205, 215, 220, 306, 311, 313, 330, 510, 515",1,06217 060 00184
20,"38, 113, 116, 120, 152, 162, 205, 206, 215, 220, 225, 228, 234, 302, 306, 311, 313, 331, 510, 515",1,05640A131 00833
6,"38, 205, 215, 228, 306, 330",1,09963 001 00080
4,"38, 110, 215, 510",1,00692 006F25137
7,"38, 205, 215, 228, 306, 330, 510",1,06206A015 00000
5,"38, 110, 215, 310, 330",1,24141 001 29604
6,"38, 110, 215, 306, 331, 510",1,17B002000000000
10,"38, 205, 215, 234, 300, 302, 306, 310, 331, 521",1,R7026A059 00182
11,"38, 205, 215, 234, 301, 302, 306, 310, 330, 510, 515",1,07035C000000000
7,"38, 110, 155, 215, 306, 331, 510",1,04522 125 00174
8,"38, 110, 155, 205, 234, 306, 330, 515",1,06524 047 00707
11,"38, 110, 155, 205, 215, 301, 306, 311, 330, 515, 521",1,07034C000000055
9,"38, 110, 155, 205, 215, 234, 306, 334, 510",1,02723 009 04071
9,"38, 110, 155, 205, 215, 220, 234, 306, 510",1,00823 125 01601
12,"38, 110, 155, 205, 210, 215, 220, 234, 301, 302, 331, 510",1,21764 000 00000
12,"38, 110, 144, 155, 205, 215, 301, 306, 311, 330, 510, 515",1,25B14 000
9,"38, 205, 215, 234, 301, 306, 310, 331, 510",1,07042B000000000
10,"38, 110, 116, 144, 155, 210, 215, 306, 331, 510",1,11113 000 01053
11,"38, 110, 116, 144, 155, 205, 215, 220, 306, 331, 510",1,04528 125 01498
7,"38, 109, 215, 306, 310, 331, 510",1,24007C250100129
8,"38, 205, 215, 234, 301, 310, 331, 510",1,20212 001 13046
4,"38, 109, 215, 234",1,05195B01W 00198
14,"38, 107, 205, 215, 220, 225, 231, 234, 306, 310, 330, 332, 510, 515",1,11767F000
14,"38, 107, 152, 205, 215, 220, 225, 234, 304, 311, 313, 330, 510, 515",1,59C440056400020
8,"38, 107, 152, 202, 215, 302, 306, 515",1,25128E0025B128E
14,"38, 107, 116, 152, 155, 202, 215, 301, 302, 311, 312, 331, 515, 521",1,06498 123 00027
16,"38, 107, 110, 113, 116, 152, 155, 205, 215, 234, 301, 306, 310, 311, 331, 515",1,02484A000 00014
13,"38, 105, 107, 110, 215, 225, 231, 234, 301, 302, 306, 330, 515",1,25128A0025B128A
13,"31, 111, 117, 135, 156, 210, 215, 304, 306, 310, 330, 510, 515",1,39C643610700001
6,"38, 210, 215, 310, 331, 510",1,016901070700062
12,"31, 111, 117, 135, 156, 210, 215, 225, 235, 304, 306, 332",1,39C123111600001
9,"30, 107, 210, 215, 220, 313, 330, 510, 515",1,63C34 570 00192
9,"30, 107, 215, 220, 306, 310, 330, 510, 515",1,23C601060 00650
8,"30, 107, 215, 220, 304, 330, 510, 515",1,59C071130100130
10,"30, 107, 215, 220, 304, 311, 313, 330, 510, 515",1,18102 00059C403
9,"30, 107, 215, 220, 304, 306, 330, 510, 515",1,59C002130700241
11,"30, 107, 215, 220, 304, 306, 311, 313, 330, 510, 515",1,59C77 107501093
7,"30, 107, 215, 219, 330, 510, 515",1,59C115098300979
8,"38, 215, 225, 234, 306, 331, 510, 521",1,20214 001 13147
8,"30, 107, 215, 219, 304, 330, 510, 515",1,59C736135001436
8,"30, 107, 215, 219, 225, 330, 510, 515",1,59C592085000240
11,"30, 107, 215, 219, 225, 306, 311, 313, 330, 510, 515",1,59C563084400032
9,"30, 107, 215, 219, 220, 306, 330, 510, 515",1,59C065140500361
10,"30, 107, 215, 219, 220, 306, 311, 330, 510, 515",1,59C414068800274
10,"30, 107, 215, 219, 220, 225, 306, 330, 510, 515",1,00990A014 02867
7,"30, 107, 215, 217, 330, 510, 515",1,61C06 018 00061
8,"38, 215, 225, 301, 310, 330, 510, 515",1,20102 018600610
7,"38, 215, 225, 228, 234, 306, 331",1,39C526507000533
8,"30, 107, 205, 219, 306, 330, 510, 515",1,20420 054 00350
9,"38, 215, 225, 306, 310, 330, 331, 510, 515",1,19C524395-00.07
9,"38, 215, 225, 306, 310, 330, 332, 510, 515",1,671238000902350
11,"30, 107, 205, 215, 220, 234, 306, 313, 330, 510, 515",1,19C115007600064
7,"38, 215, 225, 306, 310, 330, 515",1,19C321004900953
7,"38, 215, 225, 306, 312, 331, 510",1,47B003006600000
8,"30, 107, 202, 219, 310, 330, 510, 515",1,21119 065 00000
5,"38, 215, 225, 310, 331",1,11C109018700147
8,"30, 107, 202, 219, 231, 330, 510, 515",1,01C003113501347
8,"30, 107, 202, 219, 220, 330, 510, 515",1,59C503581 00035
9,"30, 107, 202, 219, 220, 304, 330, 510, 515",1,59C011142500427
8,"30, 107, 202, 215, 219, 330, 510, 515",1,59C395067500032
10,"30, 107, 202, 215, 219, 220, 311, 330, 510, 515",1,59C502581 00193
5,"38, 215, 225, 330, 515",1,16165 229 00383
10,"30, 107, 215, 220, 306, 311, 313, 330, 510, 515",1,59C626080600003
9,"30, 107, 215, 220, 306, 311, 313, 330, 515",1,10995 069300000
9,"30, 107, 215, 220, 306, 313, 330, 510, 515",1,63C28 568 00079
7,"38, 215, 225, 234, 306, 330, 515",1,18812 705 00000
9,"30, 107, 219, 225, 306, 313, 330, 510, 515",1,59C743140000810
9,"38, 215, 225, 228, 306, 310, 330, 510, 515",1,11827A003 00213
8,"30, 107, 219, 225, 231, 330, 510, 515",1,01C004113501342
9,"30, 107, 219, 225, 228, 231, 310, 330, 515",1,07C05 090400070
8,"30, 107, 219, 220, 306, 330, 510, 515",1,49C28A000000000
7,"30, 107, 217, 220, 330, 510, 515",1,59C547067600515
5,"30, 107, 215, 510, 515",1,01C524110000032
9,"38, 215, 225, 228, 306, 330, 331, 510, 515",1,04953A102 07509
7,"38, 215, 225, 228, 330, 510, 515",1,11735 000
6,"38, 215, 225, 231, 310, 331",1,21000 000 00000
10,"38, 215, 225, 234, 301, 306, 310, 330, 510, 515",1,671256062900060
9,"38, 215, 225, 234, 301, 306, 331, 510, 515",1,25T13 000
7,"38, 215, 225, 234, 301, 310, 331",1,19219 001 24170
9,"38, 215, 225, 234, 301, 310, 331, 510, 515",1,18538 753 00002
8,"30, 107, 215, 306, 313, 330, 510, 515",1,59C194117500452
7,"38, 215, 225, 234, 301, 330, 510",1,24011 000 00004
7,"38, 215, 225, 234, 301, 331, 515",1,24020 060401080
10,"38, 215, 225, 234, 302, 310, 330, 331, 510, 515",1,18028 007200100
9,"38, 215, 225, 234, 302, 310, 331, 510, 515",1,17371 009 06512
7,"30, 107, 215, 304, 330, 510, 515",1,59C074137400033
8,"38, 215, 225, 234, 306, 310, 330, 515",1,39C524503700008
8,"30, 107, 215, 304, 313, 330, 510, 515",1,59C148088300004
8,"30, 107, 215, 302, 310, 330, 510, 515",1,57C15 511 00010
9,"38, 215, 225, 234, 306, 310, 331, 510, 521",1,18348 001 23935
10,"30, 107, 215, 225, 306, 311, 313, 330, 510, 515",1,59C193117500405
9,"30, 107, 215, 225, 231, 306, 330, 510, 515",1,01C228523 00019
8,"38, 215, 225, 234, 306, 330, 331, 510",1,20363 B30400002
9,"38, 215, 225, 234, 306, 330, 331, 510, 515",1,04141A009 12161
9,"30, 107, 215, 220, 311, 313, 330, 510, 515",1,59C528070700078
12,"30, 107, 202, 206, 210, 215, 220, 235, 306, 330, 510, 515",1,11538 000
9,"30, 107, 152, 215, 311, 313, 330, 510, 515",1,63C78 727 01841
9,"30, 107, 152, 215, 306, 313, 330, 510, 515",1,63B015000000000
7,"28, 107, 215, 220, 310, 330, 515",1,0M203 062Y01519
11,"28, 107, 152, 210, 215, 220, 304, 306, 311, 330, 515",1,19C419281A00004
9,"38, 205, 215, 220, 234, 306, 330, 331, 510",1,09211 000 00341
8,"38, 215, 227, 234, 306, 310, 331, 510",1,05C06 000 00000
7,"38, 215, 227, 234, 306, 330, 515",1,43B007000000000
8,"38, 215, 227, 234, 306, 330, 515, 521",1,470212000
7,"38, 215, 227, 234, 306, 331, 510",1,08225S001 23155
8,"38, 215, 227, 234, 306, 331, 510, 521",1,08225N001 23155
10,"38, 215, 227, 304, 306, 310, 330, 331, 510, 515",1,671355C20600000
12,"28, 107, 152, 202, 215, 219, 220, 225, 306, 313, 330, 515",1,19C046003400122
9,"38, 215, 227, 306, 310, 330, 331, 510, 515",1,43B003000000000
10,"28, 107, 113, 152, 215, 220, 304, 310, 330, 515",1,21045 000 00000
16,"28, 107, 113, 141, 152, 161, 205, 215, 220, 234, 304, 306, 311, 313, 330, 515",1,19C498  42  882
15,"28, 38, 113, 120, 152, 162, 205, 215, 220, 301, 311, 313, 330, 510, 515",1,01331 229 01309
17,"28, 38, 107, 205, 215, 220, 225, 226, 234, 304, 306, 310, 311, 313, 330, 510, 515",1,02320A102 00460
9,"28, 31, 111, 215, 216, 220, 332, 510, 515",1,21700 000 01399
8,"38, 215, 227, 306, 310, 330, 510, 515",1,21152 026 07382
10,"28, 29, 107, 152, 215, 304, 311, 313, 330, 515",1,19C42229A 005
8,"38, 215, 228, 234, 306, 310, 331, 510",1,08909 000 00001
9,"38, 215, 228, 234, 306, 330, 331, 510, 515",1,BB009 000000000
7,"38, 215, 228, 234, 306, 330, 515",1,11138A021000200
7,"38, 215, 228, 235, 306, 331, 510",1,01720 009F02870
9,"28, 29, 107, 113, 152, 215, 225, 330, 515",1,19C420322A00003
7,"38, 215, 228, 306, 310, 331, 510",1,21078 000 00000
7,"16, 115, 215, 306, 316, 331, 510",1,24107 001201040
7,"16, 110, 227, 234, 306, 331, 510",1,08219 001F23573
7,"38, 215, 228, 306, 330, 510, 515",1,12120A422010067
6,"38, 215, 228, 306, 332, 510",1,07T10 000 00030
5,"38, 215, 228, 310, 331",1,57C67 554 00015
8,"16, 110, 225, 228, 231, 306, 331, 510",1,12405 001100146
10,"28, 107, 152, 210, 215, 220, 306, 311, 330, 515",1,19C047003400162
5,"38, 215, 226, 331, 510",1,03C05 000
9,"30, 107, 152, 215, 306, 310, 330, 510, 515",1,19265 026 04258
14,"28, 113, 120, 152, 161, 205, 215, 225, 304, 306, 311, 313, 330, 515",1,19C525000000050
9,"30, 107, 152, 215, 304, 313, 330, 510, 515",1,59C161089400299
10,"30, 107, 152, 215, 304, 311, 313, 330, 510, 515",1,59C159089400245
10,"38, 215, 226, 234, 306, 310, 330, 332, 510, 515",1,671339117500700
9,"30, 107, 152, 215, 219, 306, 330, 510, 515",1,063C21C53600002
12,"30, 107, 152, 215, 219, 220, 225, 311, 313, 330, 510, 515",1,063C76C68501015
10,"30, 107, 152, 205, 306, 311, 313, 330, 510, 515",1,63B011000000000
8,"38, 215, 226, 234, 306, 310, 330, 515",1,53C041851500311
12,"30, 107, 113, 152, 215, 225, 234, 306, 310, 330, 510, 515",1,471006072 01125
9,"38, 215, 226, 234, 306, 310, 331, 510, 515",1,11226A105 00017
17,"30, 107, 113, 152, 202, 205, 215, 220, 225, 234, 304, 306, 311, 313, 330, 510, 515",1,59C069130100041
17,"30, 107, 113, 120, 152, 161, 202, 215, 220, 231, 306, 310, 311, 313, 330, 510, 515",1,25B15 000 00001
9,"38, 215, 226, 234, 306, 310, 331, 510, 521",1,06516A035 00057
8,"38, 215, 226, 234, 306, 312, 331, 510",1,05351A066 00025
8,"38, 215, 226, 234, 306, 330, 331, 510",1,039C11174400098
12,"30, 102, 113, 152, 219, 225, 306, 311, 313, 330, 510, 515",1,18135 000000026
7,"30, 102, 113, 152, 215, 332, 515",1,57C82A309400028
7,"38, 215, 226, 234, 306, 330, 510",1,16056 000000000
8,"38, 215, 226, 234, 306, 330, 515, 521",1,470242000
7,"38, 215, 226, 234, 306, 332, 510",1,12668 066200062
8,"38, 215, 226, 234, 310, 330, 510, 515",1,45C602080800055
11,"30, 102, 107, 113, 152, 219, 225, 306, 330, 510, 515",1,18395
8,"30, 102, 107, 113, 152, 215, 330, 515",1,520604520600010
17,"29, 113, 141, 152, 161, 162, 205, 210, 220, 234, 300, 302, 311, 313, 330, 510, 515",1,01820 009 14168
13,"29, 107, 152, 202, 215, 219, 220, 225, 306, 313, 330, 510, 515",1,19C056  54  581
9,"29, 107, 113, 152, 215, 301, 311, 330, 515",1,19C418028100004
13,"29, 107, 113, 152, 202, 210, 219, 225, 306, 311, 330, 510, 515",1,19C348   5 1783
16,"29, 31, 113, 120, 152, 161, 162, 210, 215, 220, 304, 306, 311, 313, 330, 515",1,26T05 000 00000
12,"28, 113, 120, 152, 161, 210, 215, 304, 311, 313, 330, 515",1,61C16 049 01000
6,"38, 215, 226, 306, 331, 510",1,43B006000000000
7,"38, 215, 225, 228, 234, 331, 510",1,04917A351F00606
10,"38, 215, 225, 228, 234, 306, 330, 331, 510, 515",1,07684 037 04835
11,"31, 111, 117, 135, 156, 210, 215, 220, 235, 332, 510",1,12037 80502 148
9,"38, 215, 220, 226, 234, 306, 310, 331, 510",1,671313000000000
11,"38, 215, 219, 225, 226, 234, 306, 310, 330, 510, 515",1,19C263  48  767
8,"38, 215, 219, 225, 306, 310, 331, 510",1,14688A190000914
23,"31, 111, 117, 120, 152, 161, 162, 202, 210, 215, 216, 220, 225, 228, 231, 235, 306, 311, 313, 330, 332, 510, 515",1,02728 210 00013
7,"38, 215, 219, 225, 310, 331, 510",1,13328A582 00615
8,"38, 215, 219, 306, 310, 330, 510, 515",1,01624A451 00468
16,"31, 111, 113, 120, 152, 162, 216, 225, 228, 235, 306, 311, 313, 330, 510, 515",1,14135 000 00530
18,"31, 111, 113, 120, 152, 162, 216, 225, 226, 228, 234, 235, 306, 311, 313, 330, 510, 515",1,14183 000
5,"31, 107, 219, 332, 510",1,20462 000 00000
7,"31, 107, 219, 228, 332, 510, 515",1,09C126072200040
6,"31, 107, 219, 225, 332, 515",1,45C110051100111
11,"38, 215, 220, 225, 228, 234, 306, 310, 330, 510, 515",1,11825 000
7,"31, 107, 219, 225, 310, 330, 515",1,20769 092701440
9,"31, 107, 219, 225, 231, 306, 331, 332, 510",1,T02728 21000013
10,"38, 215, 220, 226, 234, 306, 310, 330, 510, 515",1,67H003000000000
5,"31, 107, 218, 330, 515",1,49B03 000 00000
7,"30, 107, 219, 306, 330, 510, 515",1,01C033114400039
6,"31, 107, 218, 313, 332, 515",1,21271 000000000
10,"31, 107, 217, 225, 231, 306, 313, 330, 510, 515",1,65C57 308 00008
5,"31, 107, 216, 330, 515",1,20783 000 00005
9,"31, 107, 216, 225, 228, 306, 332, 510, 515",1,47C59 728
9,"31, 107, 216, 219, 228, 231, 332, 510, 515",1,09C19A302200025
6,"31, 107, 215, 332, 510, 515",1,29C253616 00805
6,"31, 107, 215, 330, 510, 515",1,59C430062600205
7,"31, 107, 215, 313, 330, 510, 515",1,22504 000 00229
7,"38, 215, 220, 228, 306, 310, 510",1,22060 000 00000
8,"38, 215, 220, 228, 306, 330, 510, 515",1,11650 000
9,"38, 215, 220, 241, 306, 310, 330, 510, 515",1,29C147778 00521
8,"38, 215, 220, 241, 310, 330, 510, 515",1,029C8 515 00666
7,"31, 107, 215, 220, 333, 510, 515",1,61074 000 00070
7,"31, 107, 215, 220, 332, 510, 515",1,11954 092700002
12,"38, 215, 219, 225, 226, 231, 234, 306, 310, 330, 510, 515",1,12237 012200081
10,"38, 215, 219, 220, 225, 306, 310, 330, 510, 515",1,77766 077700066
7,"38, 215, 217, 220, 234, 330, 515",1,65C69 011300286
14,"31, 111, 117, 120, 152, 161, 205, 216, 225, 228, 231, 311, 313, 332",1,45C611102500020
13,"31, 111, 117, 135, 156, 206, 216, 220, 225, 235, 304, 306, 332",1,19C220012400038
12,"31, 111, 117, 135, 156, 206, 215, 216, 220, 228, 235, 332",1,14538 000
12,"31, 111, 117, 135, 156, 206, 210, 215, 220, 235, 304, 332",1,C39004
12,"31, 111, 117, 135, 156, 205, 215, 228, 234, 235, 332, 510",1,41C09 42701 001
6,"38, 210, 215, 330, 510, 515",1,17C02 A09 00520
5,"38, 210, 215, 331, 510",1,0M093 301 00645
8,"38, 210, 216, 220, 228, 306, 332, 510",1,53C064661100182
13,"31, 111, 117, 135, 156, 205, 215, 225, 231, 234, 304, 311, 332",1,05381 647
14,"31, 111, 117, 135, 156, 205, 215, 225, 231, 234, 304, 306, 332, 515",1,39C176198000004
6,"38, 210, 217, 220, 331, 510",1,55C012002500370
5,"38, 210, 217, 331, 510",1,55C010052800220
15,"31, 111, 117, 135, 156, 205, 215, 225, 231, 234, 235, 304, 306, 332, 515",1,39C241254200020
14,"31, 111, 117, 135, 156, 205, 215, 220, 225, 234, 304, 306, 330, 515",1,39C118109400001
12,"31, 111, 117, 135, 156, 205, 210, 215, 234, 306, 310, 332",1,19236 901 00001
13,"31, 111, 117, 135, 156, 205, 210, 215, 220, 234, 235, 304, 332",1,18139 244000095
13,"31, 111, 117, 135, 156, 205, 210, 215, 220, 225, 235, 330, 515",1,39C551514500030
15,"31, 111, 117, 135, 156, 205, 206, 219, 220, 225, 231, 234, 235, 304, 332",1,014721622000878
5,"38, 210, 306, 331, 510",1,02641A02W 01077
15,"31, 111, 117, 135, 156, 205, 206, 216, 220, 235, 306, 310, 330, 510, 515",1,17350 016F04141
15,"31, 111, 117, 135, 156, 205, 206, 216, 220, 234, 235, 306, 310, 332, 510",1,01441 000
13,"31, 111, 117, 135, 156, 202, 219, 220, 225, 231, 304, 332, 515",1,39C174197500357
14,"31, 111, 117, 135, 156, 202, 210, 215, 220, 231, 235, 304, 332, 515",1,39C446438700008
14,"31, 111, 117, 135, 156, 202, 206, 219, 220, 225, 231, 235, 304, 332",1,39C409408200011
17,"31, 111, 117, 120, 152, 162, 202, 205, 219, 220, 225, 228, 231, 311, 313, 332, 515",1,53C063076600010
10,"38, 213, 215, 217, 220, 306, 310, 330, 510, 515",1,65C33 000 00180
7,"38, 213, 217, 306, 331, 334, 510",1,65C05 010 00834
10,"38, 215, 216, 228, 234, 235, 306, 330, 510, 515",1,11639F000
15,"31, 111, 117, 120, 152, 162, 202, 205, 215, 219, 231, 313, 332, 510, 515",1,20189 000X00027
9,"38, 215, 216, 228, 306, 310, 330, 510, 515",1,41C16 60801 099
9,"31, 107, 215, 220, 311, 313, 330, 510, 515",1,59C075137600025
9,"31, 107, 215, 220, 306, 311, 330, 510, 515",1,59C902000000002
10,"31, 107, 215, 220, 306, 311, 313, 330, 510, 515",1,412005412000042
11,"31, 107, 111, 215, 225, 234, 306, 313, 330, 510, 515",1,10928 079300000
13,"31, 107, 111, 210, 215, 216, 228, 306, 311, 313, 330, 510, 515",1,08039 000
14,"31, 107, 111, 210, 215, 216, 220, 231, 235, 306, 311, 330, 510, 515",1,15702 005 00201
11,"31, 107, 111, 206, 216, 220, 228, 235, 330, 510, 515",1,19C173006600063
11,"31, 107, 111, 205, 206, 210, 216, 235, 330, 510, 515",1,19C024001A00069
11,"31, 107, 111, 202, 216, 220, 231, 306, 330, 510, 515",1,04587A191 00720
10,"38, 215, 225, 226, 234, 306, 310, 330, 510, 515",1,39C102103700018
11,"31, 107, 111, 202, 216, 220, 228, 235, 330, 510, 515",1,671394050200290
14,"31, 107, 111, 152, 202, 219, 225, 228, 231, 235, 306, 330, 510, 515",1,06609 000
7,"31, 102, 107, 152, 215, 332, 515",1,20709 000 00000
8,"31, 102, 107, 113, 152, 218, 332, 515",1,21272 000000000
11,"31, 102, 107, 113, 152, 156, 219, 225, 310, 332, 515",1,57C36 698 00045
9,"38, 215, 225, 226, 234, 306, 330, 510, 515",1,18C22A098100246
7,"31, 60, 107, 215, 332, 510, 515",1,20635 018700133
14,"31, 38, 117, 135, 156, 210, 215, 220, 225, 234, 306, 310, 332, 510",1,12965 063700070
15,"31, 38, 117, 135, 156, 210, 215, 220, 225, 234, 304, 306, 310, 332, 510",1,23099 062900107
14,"31, 38, 117, 135, 156, 205, 215, 220, 234, 306, 310, 330, 510, 515",1,14025 091300167
15,"31, 38, 117, 135, 156, 205, 215, 219, 220, 228, 231, 234, 306, 332, 510",1,12876 064800677
17,"31, 38, 117, 135, 156, 202, 206, 215, 219, 220, 228, 231, 235, 306, 310, 332, 510",1,01724 064700162
14,"31, 38, 111, 205, 210, 215, 228, 234, 304, 306, 310, 330, 510, 515",1,15C21 012400730
8,"38, 215, 225, 226, 234, 306, 331, 510",1,09079 875 00002
20,"31, 38, 111, 120, 152, 162, 202, 205, 206, 216, 220, 234, 235, 306, 311, 313, 330, 332, 510, 515",1,01861 130 00415
17,"31, 38, 111, 117, 152, 215, 220, 225, 234, 306, 310, 313, 330, 331, 332, 510, 515",1,20760 000 00000
10,"30, 113, 120, 152, 215, 305, 310, 330, 510, 515",1,22047 000 00000
12,"30, 113, 120, 152, 162, 219, 225, 301, 310, 330, 510, 515",1,24178 135 00007
8,"38, 215, 225, 226, 306, 310, 330, 510",1,43B008000000000
14,"30, 113, 120, 152, 162, 205, 215, 234, 304, 311, 313, 330, 510, 515",1,23C011001 00010
15,"30, 113, 120, 152, 161, 162, 202, 215, 220, 300, 302, 311, 313, 331, 515",1,01660 053 09268
11,"38, 215, 225, 227, 234, 305, 310, 330, 331, 510, 515",1,22453 000 00000
11,"30, 111, 205, 210, 215, 216, 235, 306, 330, 510, 515",1,65C25 000 00229
11,"31, 107, 111, 215, 220, 306, 310, 313, 330, 510, 515",1,65C50 213 00262
10,"31, 107, 111, 215, 225, 234, 306, 330, 510, 515",1,49C27 074600000
7,"31, 107, 215, 216, 331, 510, 515",1,61C40 148 00015
11,"31, 107, 111, 216, 228, 235, 306, 330, 332, 510, 515",1,67T006000000000
7,"31, 107, 210, 215, 332, 510, 515",1,29C145777 00347
6,"31, 107, 210, 215, 330, 515",1,17C5700A0900025
12,"31, 107, 210, 215, 220, 306, 311, 312, 313, 330, 510, 515",1,145005145000013
7,"38, 215, 220, 301, 310, 331, 510",1,17435 02W 02753
8,"38, 215, 220, 306, 330, 332, 510, 515",1,12778A003400126
9,"31, 107, 202, 215, 219, 306, 330, 510, 515",1,49C25 050800000
5,"38, 215, 220, 310, 332",1,29C261000 00129
6,"38, 215, 220, 310, 332, 510",1,29C258000 00176
8,"31, 107, 156, 215, 220, 332, 510, 515",1,23C371037 00020
4,"38, 215, 220, 331",1,21002 000 00000
5,"38, 215, 220, 331, 510",1,20894 000 00000
10,"38, 215, 225, 226, 234, 301, 306, 330, 510, 515",1,671211021000420
6,"31, 107, 152, 215, 330, 515",1,20935 000 00000
9,"31, 107, 152, 215, 304, 310, 330, 510, 515",1,21367 000 00000
8,"31, 107, 152, 156, 215, 310, 332, 515",1,06600A413 00041
9,"38, 215, 225, 226, 234, 301, 306, 330, 515",1,39C395381000147
11,"38, 215, 225, 226, 234, 306, 310, 330, 331, 510, 515",1,40040 000 00185
9,"31, 107, 117, 152, 215, 310, 332, 510, 515",1,19B11 000000140
13,"31, 107, 117, 152, 205, 215, 220, 306, 311, 313, 330, 510, 515",1,06568 004 00364
20,"31, 107, 117, 120, 147, 148, 152, 161, 162, 202, 205, 215, 220, 234, 305, 311, 313, 330, 510, 515",1,16C06 579 05355
8,"31, 107, 113, 152, 218, 220, 332, 515",1,20466 000 00000
9,"38, 215, 225, 226, 234, 306, 310, 330, 510",1,14725A622001132
9,"31, 107, 113, 152, 215, 313, 332, 510, 515",1,20733 00000 026
10,"31, 107, 113, 152, 215, 306, 311, 313, 332, 515",1,20468 000 00000
9,"31, 107, 113, 152, 215, 304, 310, 332, 515",1,20107 661600028
9,"31, 107, 113, 152, 215, 220, 332, 510, 515",1,20864 000 00000
8,"31, 107, 113, 152, 205, 235, 330, 515",1,19698 000 00000
10,"31, 107, 113, 120, 152, 161, 219, 313, 510, 515",1,21280 000000000
22,"31, 107, 113, 120, 147, 148, 152, 161, 162, 202, 205, 210, 215, 220, 234, 305, 310, 311, 313, 330, 510, 515",1,16C01 579 05035
10,"31, 111, 205, 206, 216, 220, 235, 306, 332, 510",1,03088 046 00598
19,"12, 13, 38, 107, 113, 120, 152, 161, 162, 205, 215, 220, 234, 302, 305, 311, 313, 330, 515",1,06635Q004 00000
9,"16, 105, 205, 215, 234, 306, 310, 330, 521",1,09002 001 30443
10,"12, 104, 215, 300, 302, 310, 330, 510, 515, 521",1,18552 004 13874
16,"12, 107, 109, 161, 205, 215, 220, 234, 301, 310, 311, 313, 314, 331, 510, 515",1,08882 001 30592
